/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_10_758.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_10_758.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_10_758.jpg, 0, 0, 0, 7.808513E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_10_859.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_10_859.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_10_859.jpg, 0, 0, 0, 7.803609E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_10_963.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_10_963.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_10_963.jpg, 0, 0, 0, 7.955599E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_067.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_067.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_067.jpg, 0, 0, 0, 8.023857E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_167.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_167.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_167.jpg, 0, 0, 0, 7.939569E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_281.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_281.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_281.jpg, 0, 0, 0, 7.795308E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_385.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_385.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_385.jpg, 0, 0, 0, 8.060293E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_535.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_535.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_535.jpg, 0, 0, 0, 8.005319E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_635.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_635.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_635.jpg, 0, 0, 0, 7.845295E-05
/Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/center_2022_02_23_14_07_11_736.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/left_2022_02_23_14_07_11_736.jpg, /Users/Dedeg/Desktop/Sim Data_Selfdriving/IMG/right_2022_02_23_14_07_11_736.jpg, 0, 0, 0, 7.982614E-05
